2.206770e-01 4.528820e-01 4.212892e-01 3.068433e-01 4.566336e-01 3.198203e-01 4.308295e-01 2.102731e-01 3.740038e-01 5.831582e-01 3.537398e-01 3.082950e-01 3.409651e-01 3.433159e-01 2.464854e-01 2.189916e-01
2.925300e-01 5.366892e-01 3.050569e-01 3.180828e-01 6.133640e-01 3.180754e-01 3.308649e-01 2.909941e-01 3.951461e-01 2.240855e-01 7.805502e-01 2.489944e-01 2.609991e-01 3.796657e-01 5.344303e-01 3.561531e-01
2.328195e-01 3.906292e-01 2.516825e-01 2.408485e-01 5.484883e-01 3.320071e-01 3.685477e-01 3.577201e-01 5.032049e-01 2.755653e-01 7.872643e-01 2.480596e-01 3.449723e-01 3.326406e-01 7.257749e-01 1.978790e-01
1.659800e-01 7.634642e-01 1.695323e-01 2.936332e-01 7.350368e-01 1.631803e-01 4.027953e-01 1.526970e-01 2.095830e-01 1.139797e-01 9.076186e-01 1.409665e-01 1.659658e-01 4.175271e-01 5.893044e-01 3.907900e-01
4.880728e-01 7.487873e-01 5.804223e-01 6.941125e-01 2.283822e-01 5.081429e-01 1.851034e-01 3.557235e-01 3.868318e-01 1.929824e-01 6.592674e-01 2.872360e-01 3.035145e-01 2.316052e-01 5.827095e-01 3.344549e-01
1.488277e-01 5.312153e-01 1.467490e-01 2.054903e-01 7.260854e-01 1.641622e-01 5.532058e-01 3.446759e-01 2.791111e-01 1.951179e-01 8.849609e-01 1.663319e-01 2.468600e-01 3.073316e-01 8.100510e-01 2.018671e-01
1.976116e-01 4.654145e-01 1.817148e-01 2.695104e-01 7.141211e-01 2.693032e-01 2.319078e-01 3.486355e-01 2.793021e-01 2.274113e-01 8.558837e-01 2.184987e-01 2.114402e-01 4.763167e-01 6.241124e-01 2.217338e-01
1.479322e-01 6.298655e-01 1.295865e-01 2.527476e-01 6.261252e-01 1.519712e-01 5.749702e-01 3.714518e-01 2.017161e-01 2.079701e-01 8.246835e-01 1.448339e-01 2.140754e-01 2.315319e-01 8.057463e-01 1.604811e-01
1.840574e-01 3.205780e-01 1.099516e-01 1.547543e-01 8.476638e-01 2.958784e-01 3.253395e-01 2.998700e-01 2.796986e-01 1.504585e-01 9.192886e-01 1.442610e-01 1.369565e-01 3.663675e-01 8.236165e-01 1.887925e-01
1.074755e-01 5.702510e-01 1.010808e-01 2.328491e-01 6.799272e-01 9.052692e-02 2.099775e-01 4.018152e-01 1.324282e-01 1.816021e-01 8.728786e-01 1.386508e-01 1.402186e-01 3.407804e-01 5.683131e-01 1.074139e-01
